Instrument:  EduRaman
The Light Source Type:  531.80nm laser/Tungsten lamp
Detector:  ERAM5X-1
Laser Power(%):  100%
Grating(g/mm):  
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  100
Accumulation:  1
Spectra_type:  
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  -20.0℃
startPotential(V):  -0.300
pixel(2026/05/08 15:24:23)	wavelength(2026/05/08 15:24:23)	wavenumber(2026/05/08 15:24:23)	ramanshift(2026/05/08 15:24:23)	intensity(2026/05/08 15:24:23)
1	674.396	14828.08	3975.99	1134.000
2	674.261	14831.05	3973.01	1136.000
3	674.126	14834.03	3970.03	1141.000
4	673.990	14837.00	3967.06	1122.000
5	673.855	14839.98	3964.08	1128.000
6	673.720	14842.96	3961.10	1122.000
7	673.585	14845.95	3958.12	1139.000
8	673.449	14848.93	3955.13	1145.000
9	673.314	14851.91	3952.15	1122.000
10	673.179	14854.90	3949.17	1116.000
11	673.043	14857.88	3946.18	1147.000
12	672.908	14860.87	3943.19	1151.000
13	672.773	14863.86	3940.20	1133.000
14	672.638	14866.85	3937.21	1126.000
15	672.502	14869.84	3934.22	1120.000
16	672.367	14872.83	3931.23	1160.000
17	672.232	14875.82	3928.24	1147.000
18	672.096	14878.82	3925.24	1117.000
19	671.961	14881.82	3922.25	1127.000
20	671.826	14884.81	3919.25	1112.000
21	671.690	14887.81	3916.25	1144.000
22	671.555	14890.81	3913.25	1143.000
23	671.420	14893.81	3910.25	1116.000
24	671.285	14896.81	3907.25	1116.000
25	671.149	14899.82	3904.25	1125.000
26	671.014	14902.82	3901.24	1138.000
27	670.879	14905.82	3898.24	1142.000
28	670.743	14908.83	3895.23	1134.000
29	670.608	14911.84	3892.22	1115.000
30	670.473	14914.85	3889.21	1117.000
31	670.337	14917.86	3886.20	1139.000
32	670.202	14920.87	3883.19	1154.000
33	670.067	14923.88	3880.18	1124.000
34	669.932	14926.90	3877.16	1120.000
35	669.796	14929.91	3874.15	1146.000
36	669.661	14932.93	3871.13	1151.000
37	669.526	14935.95	3868.12	1127.000
38	669.390	14938.97	3865.10	1130.000
39	669.255	14941.99	3862.08	1125.000
40	669.120	14945.01	3859.06	1128.000
41	668.985	14948.03	3856.03	1146.000
42	668.849	14951.05	3853.01	1139.000
43	668.714	14954.08	3849.98	1120.000
44	668.579	14957.10	3846.96	1126.000
45	668.443	14960.13	3843.93	1154.000
46	668.308	14963.16	3840.90	1148.000
47	668.173	14966.19	3837.87	1128.000
48	668.037	14969.22	3834.84	1127.000
49	667.902	14972.25	3831.81	1148.000
50	667.767	14975.29	3828.78	1144.000
51	667.632	14978.32	3825.74	1116.000
52	667.496	14981.36	3822.70	1139.000
53	667.361	14984.39	3819.67	1129.000
54	667.226	14987.43	3816.63	1160.000
55	667.090	14990.47	3813.59	1154.000
56	666.955	14993.51	3810.55	1124.000
57	666.820	14996.56	3807.51	1132.000
58	666.684	14999.60	3804.46	1135.000
59	666.549	15002.64	3801.42	1158.000
60	666.414	15005.69	3798.37	1144.000
61	666.279	15008.74	3795.33	1135.000
62	666.143	15011.78	3792.28	1146.000
63	666.008	15014.83	3789.23	1170.000
64	665.873	15017.89	3786.18	1145.000
65	665.737	15020.94	3783.12	1136.000
66	665.602	15023.99	3780.07	1145.000
67	665.467	15027.05	3777.02	1155.000
68	665.332	15030.10	3773.96	1152.000
69	665.196	15033.16	3770.90	1148.000
70	665.061	15036.22	3767.85	1132.000
71	664.926	15039.28	3764.79	1138.000
72	664.790	15042.34	3761.73	1165.000
73	664.655	15045.40	3758.66	1159.000
74	664.520	15048.46	3755.60	1136.000
75	664.384	15051.53	3752.54	1137.000
76	664.249	15054.59	3749.47	1162.000
77	664.114	15057.66	3746.40	1162.000
78	663.979	15060.73	3743.33	1141.000
79	663.843	15063.80	3740.27	1137.000
80	663.708	15066.87	3737.19	1148.000
81	663.573	15069.94	3734.12	1159.000
82	663.437	15073.01	3731.05	1120.000
83	663.302	15076.09	3727.97	1147.000
84	663.167	15079.16	3724.90	1133.000
85	663.032	15082.24	3721.82	1159.000
86	662.896	15085.32	3718.74	1138.000
87	662.761	15088.40	3715.66	1141.000
88	662.626	15091.48	3712.58	1147.000
89	662.490	15094.56	3709.50	1161.000
90	662.355	15097.64	3706.42	1158.000
91	662.220	15100.73	3703.33	1147.000
92	662.084	15103.81	3700.25	1141.000
93	661.949	15106.90	3697.16	1145.000
94	661.814	15109.99	3694.07	1177.000
95	661.679	15113.08	3690.98	1177.000
96	661.543	15116.17	3687.89	1179.000
97	661.408	15119.26	3684.80	1163.000
98	661.273	15122.36	3681.71	1161.000
99	661.137	15125.45	3678.61	1195.000
100	661.002	15128.55	3675.52	1191.000
101	660.867	15131.64	3672.42	1179.000
102	660.731	15134.74	3669.32	1175.000
103	660.596	15137.84	3666.22	1207.000
104	660.461	15140.94	3663.12	1203.000
105	660.326	15144.04	3660.02	1183.000
106	660.190	15147.15	3656.91	1181.000
107	660.055	15150.25	3653.81	1194.000
108	659.920	15153.36	3650.70	1224.000
109	659.784	15156.47	3647.60	1226.000
110	659.649	15159.57	3644.49	1215.000
111	659.514	15162.68	3641.38	1212.000
112	659.379	15165.80	3638.27	1210.000
113	659.243	15168.91	3635.15	1241.000
114	659.108	15172.02	3632.04	1230.000
115	658.973	15175.14	3628.92	1237.000
116	658.837	15178.25	3625.81	1221.000
117	658.702	15181.37	3622.69	1208.000
118	658.567	15184.49	3619.57	1243.000
119	658.431	15187.61	3616.45	1245.000
120	658.296	15190.73	3613.33	1229.000
121	658.161	15193.85	3610.21	1240.000
122	658.026	15196.98	3607.08	1232.000
123	657.890	15200.10	3603.96	1269.000
124	657.755	15203.23	3600.83	1251.000
125	657.620	15206.36	3597.70	1242.000
126	657.484	15209.49	3594.57	1236.000
127	657.349	15212.62	3591.44	1244.000
128	657.214	15215.75	3588.31	1269.000
129	657.078	15218.88	3585.18	1278.000
130	656.943	15222.02	3582.05	1256.000
131	656.808	15225.15	3578.91	1259.000
132	656.673	15228.29	3575.77	1266.000
133	656.537	15231.43	3572.63	1287.000
134	656.402	15234.57	3569.49	1273.000
135	656.267	15237.71	3566.35	1260.000
136	656.131	15240.85	3563.21	1263.000
137	655.996	15243.99	3560.07	1301.000
138	655.861	15247.14	3556.92	1296.000
139	655.726	15250.28	3553.78	1277.000
140	655.590	15253.43	3550.63	1269.000
141	655.455	15256.58	3547.48	1318.000
142	655.320	15259.73	3544.33	1290.000
143	655.184	15262.88	3541.18	1303.000
144	655.049	15266.03	3538.03	1294.000
145	654.914	15269.19	3534.88	1321.000
146	654.778	15272.34	3531.72	1321.000
147	654.643	15275.50	3528.56	1308.000
148	654.508	15278.66	3525.41	1298.000
149	654.373	15281.81	3522.25	1333.000
150	654.237	15284.97	3519.09	1337.000
151	654.102	15288.14	3515.93	1309.000
152	653.967	15291.30	3512.76	1319.000
153	653.831	15294.46	3509.60	1339.000
154	653.696	15297.63	3506.43	1347.000
155	653.561	15300.80	3503.27	1332.000
156	653.425	15303.96	3500.10	1338.000
157	653.290	15307.13	3496.93	1350.000
158	653.155	15310.30	3493.76	1362.000
159	653.020	15313.48	3490.59	1341.000
160	652.884	15316.65	3487.41	1350.000
161	652.749	15319.82	3484.24	1361.000
162	652.614	15323.00	3481.06	1378.000
163	652.478	15326.18	3477.88	1343.000
164	652.343	15329.36	3474.71	1358.000
165	652.208	15332.54	3471.53	1351.000
166	652.073	15335.72	3468.34	1378.000
167	651.937	15338.90	3465.16	1377.000
168	651.802	15342.08	3461.98	1367.000
169	651.667	15345.27	3458.79	1357.000
170	651.531	15348.46	3455.61	1366.000
171	651.396	15351.64	3452.42	1398.000
172	651.261	15354.83	3449.23	1372.000
173	651.125	15358.02	3446.04	1373.000
174	650.990	15361.22	3442.85	1384.000
175	650.855	15364.41	3439.65	1392.000
176	650.720	15367.60	3436.46	1361.000
177	650.584	15370.80	3433.26	1373.000
178	650.449	15374.00	3430.07	1362.000
179	650.314	15377.19	3426.87	1366.000
180	650.178	15380.39	3423.67	1390.000
181	650.043	15383.60	3420.47	1367.000
182	649.908	15386.80	3417.26	1375.000
183	649.772	15390.00	3414.06	1365.000
184	649.637	15393.21	3410.85	1397.000
185	649.502	15396.41	3407.65	1395.000
186	649.367	15399.62	3404.44	1359.000
187	649.231	15402.83	3401.23	1363.000
188	649.096	15406.04	3398.02	1367.000
189	648.961	15409.25	3394.81	1386.000
190	648.825	15412.47	3391.60	1366.000
191	648.690	15415.68	3388.38	1356.000
192	648.555	15418.90	3385.16	1365.000
193	648.420	15422.11	3381.95	1394.000
194	648.284	15425.33	3378.73	1387.000
195	648.149	15428.55	3375.51	1349.000
196	648.014	15431.77	3372.29	1347.000
197	647.878	15435.00	3369.07	1352.000
198	647.743	15438.22	3365.84	1366.000
199	647.608	15441.45	3362.62	1334.000
200	647.472	15444.67	3359.39	1344.000
201	647.337	15447.90	3356.16	1345.000
202	647.202	15451.13	3352.93	1355.000
203	647.067	15454.36	3349.70	1352.000
204	646.931	15457.59	3346.47	1341.000
205	646.796	15460.83	3343.24	1338.000
206	646.661	15464.06	3340.00	1344.000
207	646.525	15467.30	3336.77	1353.000
208	646.390	15470.53	3333.53	1327.000
209	646.255	15473.77	3330.29	1335.000
210	646.120	15477.01	3327.05	1320.000
211	645.984	15480.25	3323.81	1354.000
212	645.849	15483.50	3320.56	1328.000
213	645.714	15486.74	3317.32	1331.000
214	645.578	15489.99	3314.07	1336.000
215	645.443	15493.23	3310.83	1357.000
216	645.308	15496.48	3307.58	1326.000
217	645.172	15499.73	3304.33	1322.000
218	645.037	15502.98	3301.08	1320.000
219	644.902	15506.24	3297.83	1337.000
220	644.767	15509.49	3294.57	1351.000
221	644.631	15512.74	3291.32	1317.000
222	644.496	15516.00	3288.06	1315.000
223	644.361	15519.26	3284.80	1332.000
224	644.225	15522.52	3281.54	1318.000
225	644.090	15525.78	3278.28	1303.000
226	643.955	15529.04	3275.02	1315.000
227	643.819	15532.30	3271.76	1332.000
228	643.684	15535.57	3268.49	1342.000
229	643.549	15538.84	3265.23	1314.000
230	643.414	15542.10	3261.96	1312.000
231	643.278	15545.37	3258.69	1334.000
232	643.143	15548.64	3255.42	1322.000
233	643.008	15551.91	3252.15	1314.000
234	642.872	15555.19	3248.88	1317.000
235	642.737	15558.46	3245.60	1337.000
236	642.602	15561.74	3242.33	1339.000
237	642.467	15565.01	3239.05	1306.000
238	642.331	15568.29	3235.77	1301.000
239	642.196	15571.57	3232.49	1300.000
240	642.061	15574.85	3229.21	1325.000
241	641.925	15578.14	3225.93	1313.000
242	641.790	15581.42	3222.64	1292.000
243	641.655	15584.71	3219.36	1292.000
244	641.519	15587.99	3216.07	1314.000
245	641.384	15591.28	3212.78	1312.000
246	641.249	15594.57	3209.49	1283.000
247	641.114	15597.86	3206.20	1288.000
248	640.978	15601.15	3202.91	1298.000
249	640.843	15604.45	3199.61	1312.000
250	640.708	15607.74	3196.32	1277.000
251	640.572	15611.04	3193.02	1283.000
252	640.437	15614.34	3189.73	1276.000
253	640.302	15617.64	3186.43	1272.000
254	640.166	15620.94	3183.13	1286.000
255	640.031	15624.24	3179.82	1263.000
256	639.896	15627.54	3176.52	1246.000
257	639.761	15630.85	3173.21	1254.000
258	639.625	15634.15	3169.91	1258.000
259	639.490	15637.46	3166.60	1252.000
260	639.355	15640.77	3163.29	1242.000
261	639.219	15644.08	3159.98	1230.000
262	639.084	15647.39	3156.67	1270.000
263	638.949	15650.71	3153.36	1245.000
264	638.814	15654.02	3150.04	1219.000
