Instrument:  EduRaman Pro
The Light Source Type:  531.85nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  10.1℃
pixel(2026/05/08 10:38:13)	wavelength(2026/05/08 10:38:13)	wavenumber(2026/05/08 10:38:13)	ramanshift(2026/05/08 10:38:13)	intensity(2026/05/08 10:38:13)
1	535.909	18659.89	142.40	5811.000
2	535.988	18657.12	145.18	5760.000
3	536.068	18654.34	147.95	5688.000
4	536.148	18651.57	150.72	5491.000
5	536.228	18648.80	153.49	5409.000
6	536.307	18646.03	156.26	5207.000
7	536.387	18643.26	159.03	5086.000
8	536.467	18640.49	161.80	4904.000
9	536.546	18637.72	164.57	4758.000
10	536.626	18634.95	167.34	4589.000
11	536.706	18632.19	170.11	4343.000
12	536.785	18629.42	172.87	4197.000
13	536.865	18626.66	175.64	4006.000
14	536.945	18623.89	178.40	3845.000
15	537.024	18621.13	181.17	3665.000
16	537.104	18618.36	183.93	3532.000
17	537.184	18615.60	186.69	3444.000
18	537.264	18612.84	189.45	3418.000
19	537.343	18610.08	192.21	3379.000
20	537.423	18607.32	194.97	3418.000
21	537.503	18604.56	197.73	3485.000
22	537.582	18601.80	200.49	3548.000
23	537.662	18599.05	203.25	3704.000
24	537.742	18596.29	206.01	3785.000
25	537.821	18593.53	208.76	3997.000
26	537.901	18590.78	211.52	4186.000
27	537.981	18588.02	214.27	4505.000
28	538.061	18585.27	217.02	4966.000
29	538.140	18582.52	219.78	5399.000
30	538.220	18579.76	222.53	5929.000
31	538.300	18577.01	225.28	6390.000
32	538.379	18574.26	228.03	6654.000
33	538.459	18571.51	230.78	6688.000
34	538.539	18568.76	233.53	6578.000
35	538.619	18566.02	236.28	6242.000
36	538.698	18563.27	239.03	5764.000
37	538.778	18560.52	241.77	5378.000
38	538.858	18557.78	244.52	4871.000
39	538.937	18555.03	247.26	4491.000
40	539.017	18552.29	250.01	4131.000
41	539.097	18549.54	252.75	3854.000
42	539.177	18546.80	255.49	3656.000
43	539.256	18544.06	258.24	3426.000
44	539.336	18541.32	260.98	3228.000
45	539.416	18538.58	263.72	3117.000
46	539.495	18535.84	266.46	2986.000
47	539.575	18533.10	269.20	2864.000
48	539.655	18530.36	271.93	2797.000
49	539.735	18527.62	274.67	2669.000
50	539.814	18524.89	277.41	2537.000
51	539.894	18522.15	280.14	2452.000
52	539.974	18519.41	282.88	2356.000
53	540.054	18516.68	285.61	2260.000
54	540.133	18513.95	288.35	2202.000
55	540.213	18511.21	291.08	2133.000
56	540.293	18508.48	293.81	2124.000
57	540.373	18505.75	296.54	2056.000
58	540.452	18503.02	299.27	2115.000
59	540.532	18500.29	302.00	2115.000
60	540.612	18497.56	304.73	2107.000
61	540.692	18494.83	307.46	2086.000
62	540.771	18492.11	310.19	2119.000
63	540.851	18489.38	312.91	2147.000
64	540.931	18486.65	315.64	2132.000
65	541.011	18483.93	318.36	2150.000
66	541.090	18481.21	321.09	2184.000
67	541.170	18478.48	323.81	2208.000
68	541.250	18475.76	326.53	2170.000
69	541.330	18473.04	329.26	2202.000
70	541.409	18470.32	331.98	2225.000
71	541.489	18467.60	334.70	2158.000
72	541.569	18464.88	337.42	2127.000
73	541.649	18462.16	340.14	2085.000
74	541.728	18459.44	342.85	2090.000
75	541.808	18456.72	345.57	2019.000
76	541.888	18454.01	348.29	1983.000
77	541.968	18451.29	351.00	2033.000
78	542.047	18448.57	353.72	2036.000
79	542.127	18445.86	356.43	2018.000
80	542.207	18443.15	359.15	2062.000
81	542.287	18440.43	361.86	2070.000
82	542.366	18437.72	364.57	2044.000
83	542.446	18435.01	367.28	1961.000
84	542.526	18432.30	369.99	1943.000
85	542.606	18429.59	372.70	1901.000
86	542.685	18426.88	375.41	1872.000
87	542.765	18424.17	378.12	1852.000
