Instrument:  EduRaman Pro
The Light Source Type:  531.85nm laser/Tungsten lamp
Detector:  ERAM7X-1
Laser Power(%):  100%
Grating(g/mm):  1200
Slit Width:  50μm
Objective:  10x / 0.3NA
Acq. time(ms):  1000
Accumulation:  1
Spectra_type:  0-2000cm⁻¹
TimeSeq:  5
TimeCycle(ms):  100
Temperature:  10.3℃
pixel(2026/05/08 11:00:49)	wavelength(2026/05/08 11:00:49)	wavenumber(2026/05/08 11:00:49)	ramanshift(2026/05/08 11:00:49)	intensity(2026/05/08 11:00:49)
1	535.909	18659.89	142.40	1589.000
2	535.988	18657.12	145.18	1570.000
3	536.068	18654.34	147.95	1544.000
4	536.148	18651.57	150.72	1505.000
5	536.228	18648.80	153.49	1554.000
6	536.307	18646.03	156.26	1445.000
7	536.387	18643.26	159.03	1489.000
8	536.467	18640.49	161.80	1474.000
9	536.546	18637.72	164.57	1449.000
10	536.626	18634.95	167.34	1462.000
11	536.706	18632.19	170.11	1409.000
12	536.785	18629.42	172.87	1474.000
13	536.865	18626.66	175.64	1421.000
14	536.945	18623.89	178.40	1414.000
15	537.024	18621.13	181.17	1441.000
16	537.104	18618.36	183.93	1451.000
17	537.184	18615.60	186.69	1465.000
18	537.264	18612.84	189.45	1474.000
19	537.343	18610.08	192.21	1577.000
20	537.423	18607.32	194.97	1588.000
21	537.503	18604.56	197.73	1624.000
22	537.582	18601.80	200.49	1687.000
23	537.662	18599.05	203.25	1766.000
24	537.742	18596.29	206.01	1809.000
25	537.821	18593.53	208.76	1852.000
26	537.901	18590.78	211.52	1953.000
27	537.981	18588.02	214.27	2030.000
28	538.061	18585.27	217.02	2116.000
29	538.140	18582.52	219.78	2251.000
30	538.220	18579.76	222.53	2441.000
31	538.300	18577.01	225.28	2553.000
32	538.379	18574.26	228.03	2646.000
33	538.459	18571.51	230.78	2744.000
34	538.539	18568.76	233.53	2728.000
35	538.619	18566.02	236.28	2636.000
36	538.698	18563.27	239.03	2520.000
37	538.778	18560.52	241.77	2469.000
38	538.858	18557.78	244.52	2274.000
39	538.937	18555.03	247.26	2148.000
40	539.017	18552.29	250.01	2087.000
41	539.097	18549.54	252.75	1992.000
42	539.177	18546.80	255.49	1903.000
43	539.256	18544.06	258.24	1878.000
44	539.336	18541.32	260.98	1826.000
45	539.416	18538.58	263.72	1782.000
46	539.495	18535.84	266.46	1727.000
47	539.575	18533.10	269.20	1685.000
48	539.655	18530.36	271.93	1644.000
49	539.735	18527.62	274.67	1545.000
50	539.814	18524.89	277.41	1507.000
51	539.894	18522.15	280.14	1505.000
52	539.974	18519.41	282.88	1425.000
53	540.054	18516.68	285.61	1377.000
54	540.133	18513.95	288.35	1408.000
55	540.213	18511.21	291.08	1349.000
56	540.293	18508.48	293.81	1324.000
57	540.373	18505.75	296.54	1281.000
58	540.452	18503.02	299.27	1369.000
59	540.532	18500.29	302.00	1338.000
60	540.612	18497.56	304.73	1299.000
